t_id_interesado;tipo_interesado;tipo_documento;documento_identidad;primer_nombre;primer_apellido
596716;Persona_Natural;Secuencial;000000000000;C-I-TECNICAS-BALTIME-DE-COLOMBIA-;
594564;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-COLOMBIANO-REC;
597369;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DEL-ASENT;
594478;Persona_Natural;Secuencial;000000000000;TELEFONICA-MOVISTAR-ESPANOLA;
601521;Persona_Natural;Secuencial;000000000000;IGLESIA-CATOLICA-PUERTO-NUEVO;
597782;Persona_Natural;Secuencial;000000000000;DIRECCION-NACIONAL-DE-ESTUPEFACIE;
605093;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-BARRIO-CI;
604158;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-MEDIO-MEN;
603125;Persona_Natural;Secuencial;000000000000;MINISTERIO-DEL-MEDIO-AMBIENTE;
603824;Persona_Natural;Secuencial;000000000000;RESERVA-NATURAL-PACHA-MAMA-PLANTA;
596356;Persona_Natural;Secuencial;000000000000;CONSTRUCCIONES-E-INFRAESTRUCTURAS;
604603;Persona_Natural;Secuencial;000000000000;SINTRAMIENERGETICA-SINDICATO-DE-T;
600815;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
605293;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
597212;Persona_Natural;Secuencial;000000000000;ACODIS-ASOCIACION-COMINITARIA-DIS;
594131;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
609395;Persona_Natural;Cedula_Ciudadania;36540984;ANDREA LEONOR NOGUERA AARON;
603859;Persona_Natural;Secuencial;000000000000;ACCION-COMUNAL-NACHO-VIVES;
597929;Persona_Natural;Secuencial;000000000000;MISION-EVANGELICA-CUADRANGULAR;
595968;Persona_Natural;Secuencial;000000000000;EMPRESA-PUERTOS-DE-COLOMBIA-TERMI;
596806;Persona_Natural;Secuencial;000000000000;METROAGUA-COMPANIA-DE-ACUEDUCTO;
601092;Persona_Natural;Secuencial;000000000000;ASMEDAS-ASOCIACION-MEDICA-SINDICA;
598832;Persona_Natural;Secuencial;000000000000;ICCE-INSTITUTO-COLOMBIANO-DE-CONS;
602609;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
596891;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-CORREGIMI;
593589;Persona_Natural;Secuencial;000000000000;CABILDO-DE-RESGUARDO-INDIGENA-KOG;
595120;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600790;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
599702;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-PENIEL;
602978;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
599454;Persona_Natural;Secuencial;000000000000;OBISPADO-DE-SANTA-MARTA;
594687;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
600799;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
595023;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
603331;Persona_Natural;Secuencial;000000000000;IGLESIA-INTERNACIONAL-DEL-EVANGEL;
599853;Persona_Natural;Secuencial;000000000000;COMITE-ORGANIZADOR-DE-LOS-SEXTOS-;
604221;Persona_Natural;Secuencial;000000000000;RESGUARDO-KOGI-ARSARIO;
596561;Persona_Natural;Secuencial;000000000000;SECRETARIA-DE-SALUD-Y-ASISTENCIA-;
602890;Persona_Natural;Secuencial;000000000000;GRANAHORRAR-CORPORACION-GRANCOLOM;
602498;Persona_Natural;Secuencial;000000000000;CONAVI-BANCO-COMERCIAL-Y-AHORRO-S;
601146;Persona_Natural;Secuencial;000000000000;COLEGIO-SAN-MARTIN-DE-PORRES-DE-V;
598878;Persona_Natural;Secuencial;000000000000;FONDO-DE-INMUEBLES-NACIONALES;
604061;Persona_Natural;Secuencial;000000000000;IGLESIA-EBENESER;
599815;Persona_Natural;Secuencial;000000000000;JUNTA-DE-MANEJO-DE-FONDOS-SOBRANT;
603925;Persona_Natural;Secuencial;000000000000;LA-NACION-MINISTERIO-DE-OBRAS-PUB;
609397;Persona_Natural;Cedula_Ciudadania;1136888781;DANIEL ARTURO MARCUCCI CAMPO;
598743;Persona_Natural;Secuencial;000000000000;MONASTERIO-DE-INMACULADA-CONCEPCI;
598886;Persona_Natural;Secuencial;000000000000;COMITE-ORGANIZADOR-DE-LOS-VI-JUEG;
604794;Persona_Natural;Secuencial;000000000000;SINDICATO-DE-TRABAJADORES-DE-TELE;
602788;Persona_Natural;Secuencial;000000000000;CASA-NACIONAL-DEL-PROFESOR;
600278;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-LA-PAZ;
600128;Persona_Natural;Secuencial;000000000000;PUERTOS-COLOMBIA;
602970;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
527673;Persona_Natural;Cedula_Ciudadania;4972287;SIERRA-GONZALEZ-ELIAS;
598170;Persona_Natural;Secuencial;000000000000;TELECOM-EMPRESA-NACIONAL-DE-TELEC;
596248;Persona_Natural;Secuencial;000000000000;MALLAS-TORRES-HERMANOS-TORRES-Y-C;
600925;Persona_Natural;Secuencial;000000000000;COMITE-DEPARTAMENTAL-DEL-MAGDALEN;
603437;Persona_Natural;Secuencial;000000000000;ASOKOGUIS-ASOCIACION-CRISTIANA-DE;
601463;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-GUACHA;
597079;Persona_Natural;Secuencial;000000000000;ESCUELA-DEPARTAMENTAL-DE-VISTA-HE;
609400;Persona_Natural;Cedula_Ciudadania;1221967909;KATHERINE ELENA POLO CUELLO;
597609;Persona_Natural;Secuencial;000000000000;INSTITUTO-EDUCATIVO-DISTRITAL;
602736;Persona_Natural;Secuencial;000000000000;IGLESIA-ASAMBLEA-DE-DIOS-CENTRO-C;
604807;Persona_Natural;Secuencial;000000000000;CURIA-DIOCESANA;
603612;Persona_Natural;Secuencial;000000000000;FAJARDO-FALLON-Y-COMPANIA-SOCIEDA;
605136;Persona_Natural;Secuencial;000000000000;ANGULOS-Y-PERFILES-DEL-CARIBE-LIM;
594536;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
597503;Persona_Natural;Secuencial;000000000000;TELEVISORA-NACIONAL;
596918;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
602912;Persona_Natural;Secuencial;000000000000;INDERENA;
597854;Persona_Natural;Secuencial;000000000000;INMOBILIARIA-EL-BANCO-EMPRESA-UNI;
590824;Persona_Natural;Cedula_Ciudadania;12548929;LUIS-CARLOS-DIAZ-GRANADOS-GRANADOS;
600913;Persona_Natural;Secuencial;000000000000;ASPROVIMA-ASOCIACION-PROVIVIENDA-;
596927;Persona_Natural;Secuencial;000000000000;ASAMBLEA-DE-IGLESIAS-CRISTIANAS;
594875;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
593466;Persona_Natural;Secuencial;000000000000;COOPERATIVA-DE-TRABAJADORES-Y-PEN;
595399;Persona_Natural;Secuencial;000000000000;COMULTRASAN-COOPERATIVA-FINANCIER;
603575;Persona_Natural;Secuencial;000000000000;INSTITUTO-COLOMBIANO-DE-LA-REFORM;
602957;Persona_Natural;Secuencial;000000000000;INSTITUTO-EDUCATIVO-DISTRITAL;
605206;Persona_Natural;Secuencial;000000000000;MODAS-Y-ESTILOS-DE-COLOMBIA-LIMIT;
604969;Persona_Natural;Secuencial;000000000000;PANINVER-PANAMERICANA-DE-INVERSIO;
618528;Persona_Natural;Secuencial;000000000000;EDIFICIO-SAMIR-ELJAY;
565097;Persona_Natural;Cedula_Ciudadania;36562456;MARTHA PATRICIA CAMPO VALERO;
596364;Persona_Natural;Secuencial;000000000000;DIMAR-MINISTERIO-DE-DEFENSA-NACIO;
604612;Persona_Natural;Secuencial;000000000000;CONGREGACION-DE-HIJAS-DE-MARIA;
514327;Persona_Natural;Cedula_Ciudadania;20982916;MARIA INES VILLAREAL QUINTERO;
602363;Persona_Natural;Secuencial;000000000000;SENA-SERVICIO-NACIONAL-DE-APRENDI;
599791;Persona_Natural;Secuencial;000000000000;FUNDACION-SERVICIO-JUVENIL;
596528;Persona_Natural;Secuencial;000000000000;INDISTRAN-INSTITUTO-DISTRITAL-DE-;
596213;Persona_Natural;Secuencial;000000000000;CURIA-DIOCESANA-DE-SANTA-MARTA;
599732;Persona_Natural;Secuencial;000000000000;INMOBILIARIA-COSTA-CARIBE-LIMITAD;
597859;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
601093;Persona_Natural;Secuencial;000000000000;EDIFICIO-PEVESCA;
599561;Persona_Natural;Secuencial;000000000000;DENOMINACION-EVANGELICA-ALIANZA-D;
595539;Persona_Natural;Secuencial;000000000000;INSTITUTO-NACIONAL-DE-TRANSPORTES;
603336;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-LOS-NARAN;
597040;Persona_Natural;Secuencial;000000000000;CORPORACION-LUMEN-2000-COLOMBIA;
604400;Persona_Natural;Secuencial;000000000000;DIOCESIS-DE-SANTA-MARTA;
603291;Persona_Natural;Secuencial;000000000000;INV-AGROPECUARIAS-DE-LA-COSTA-S-A;
601571;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
595006;Persona_Natural;Secuencial;000000000000;CASA-COMUNAL-NUEVA-COLOMBIA;
602632;Persona_Natural;Secuencial;000000000000;AGROPECUARIA-NUESTRA-SENORA-LIMIT;
600792;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
605272;Persona_Natural;Secuencial;000000000000;ESCUELA-URBANA-LUIS-CARLOS-GALAN;
603795;Persona_Natural;Secuencial;000000000000;RESGUARDO-KOGI-ARSARIO;
604907;Persona_Natural;Secuencial;000000000000;MUNICIPIO-DE-SANTA-MARTA;
603246;Persona_Natural;Secuencial;000000000000;FUNDACION-FAMILIAS-DESPLAZADAS-O-;
602038;Persona_Natural;Secuencial;000000000000;JARAMILLO-ANGEL-Y-COMPANIA-LIMITA;
597667;Persona_Natural;Secuencial;000000000000;ECOVIP-CORPORACION-ECOLOGICA-DE-V;
597575;Persona_Natural;Secuencial;000000000000;CURIA-SANTA-MARTA;
602924;Persona_Natural;Secuencial;000000000000;IVONNE-RESTREPO-SANDOVAL-Y-COMPAN;
596468;Persona_Natural;Secuencial;000000000000;PROYECTOS-AGRICOLAS-E-INMOBILIARI;
601705;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
597842;Persona_Natural;Secuencial;000000000000;ESCUELA-DE-ACCION-COMUNAL-TAYRONA;
602066;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
601098;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-SOCI;
595309;Persona_Natural;Secuencial;000000000000;CENTRO-DE-EVANGELIZACION-CRISTO-R;
602615;Persona_Natural;Secuencial;000000000000;LACOUTURE-PINEDO-Y-COMPANIA-SOCIE;
596415;Persona_Natural;Secuencial;000000000000;COOPERATIVA-DE-IMPRESORES-Y-PAPEL;
600200;Persona_Natural;Secuencial;000000000000;LA-NACION-MINISTERIO-DE-COMERCIO-;
598378;Persona_Natural;Secuencial;000000000000;FUNDADES-FUNDACION-A-DESPLAZADOS;
601422;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-DE-LOS-TESTIGOS;
597797;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
597242;Persona_Natural;Secuencial;000000000000;DOICESIS-DE-SANTA-MARTA;
600798;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
604529;Persona_Natural;Secuencial;000000000000;ACCION-COMUNAL-DE-GUACOCHE;
595014;Persona_Natural;Secuencial;000000000000;LA-BENEFICENCIA-DEL-MAGDALENA;
597473;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-TAGANGA;
601117;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-TAYRONA;
604635;Persona_Natural;Secuencial;000000000000;ASPROVIC-ASOCIACION-PROVIVIENDA-C;
600600;Persona_Natural;Secuencial;000000000000;FONDO-PARA-LA-REHABILITACION-INVE;
595124;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600800;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
594727;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
595608;Persona_Natural;Secuencial;000000000000;ASOVIAC-ASOCIACION-PROVIVIENDA-PO;
603823;Persona_Natural;Secuencial;000000000000;EMPRESA-DABON-COVIO;
594864;Persona_Natural;Secuencial;000000000000;INSTITUTO-DE-MEDICINA-LEGAL-Y-CIE;
603147;Persona_Natural;Secuencial;000000000000;METROAGUA;
600795;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600049;Persona_Natural;Secuencial;000000000000;AUTOMOTORA-DEL-MAGDALENA;
601566;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
605115;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-CUADRANGULAR;
602610;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
602514;Persona_Natural;Secuencial;000000000000;INDERENA;
595540;Persona_Natural;Secuencial;000000000000;HERNANDEZ-Y-GALLO-Y-COMPANIA-SOCI;
594001;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
601577;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
601410;Persona_Natural;Secuencial;000000000000;FONDO-DE-EMPLEADOS-DEL-INSTITUTO-;
513849;Persona_Natural;Cedula_Ciudadania;79980326;JAVIER HERNANDO RESTREPO PAEZ;
602157;Persona_Natural;Secuencial;000000000000;CONGREGACION-SAGRADO-CORAZON;
599046;Persona_Natural;Secuencial;000000000000;IGLESIA-CRISTIANA-PENTECOSTES-DE-;
598149;Persona_Natural;Secuencial;000000000000;CONFIGURACIONES-ESTRUCTURALES-ANA;
600843;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
604157;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
597256;Persona_Natural;Secuencial;000000000000;COORPORACION-DE-PESCADORES-CHINCH;
605223;Persona_Natural;Secuencial;000000000000;CENTRO-MAYORISTA-PAPELERO-TAURO-L;
595413;Persona_Natural;Secuencial;000000000000;COMUNIDAD-CRISTINA-INTEGRAL-CENTR;
597631;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-CORREGIMI;
596414;Persona_Natural;Secuencial;000000000000;JAVIER-FANDINO-GONZALEZ-Y-COMPANI;
605117;Persona_Natural;Secuencial;000000000000;ELJEAID-HAMADE-Y-COMPANIA-SOCIEDA;
593575;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
605221;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BURITACA;
603924;Persona_Natural;Secuencial;000000000000;LA-NACION-MINISTERIO-DE-OBRAS-PUB;
603907;Persona_Natural;Secuencial;000000000000;SECRETARIA-DE-HACIENDA-DISTRITAL-;
601575;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
601718;Persona_Natural;Secuencial;000000000000;AGRUPACION-COMERCIAL-CENTRO-EJECU;
598168;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-NACIONAL-DE-RE;
597096;Persona_Natural;Secuencial;000000000000;IMPORTACIONES-EXPORTACIONES-Y-REP;
601349;Persona_Natural;Secuencial;000000000000;CARIBE-CENTRO-DE-LA-COSTA-SOCIEDA;
594993;Persona_Natural;Secuencial;000000000000;IGLESIA-DE-CRISTO-PENTECOSTES;
603747;Persona_Natural;Secuencial;000000000000;ARRECIFES-SOCEIDAD-ANONIMA;
604367;Persona_Natural;Secuencial;000000000000;ASOVIAC-ASOCIACION-PROVIVIENDA-PO;
594780;Persona_Natural;Secuencial;000000000000;VACANTE-CATASTRAL;
600833;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-BARRIO-CARIB;
603858;Persona_Natural;Secuencial;000000000000;FUNDACION-ECOMENTAL;
597214;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-BARRIO-SA;
602956;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-QUEBRA;
600794;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600087;Persona_Natural;Secuencial;000000000000;POLICIA-NACIONAL;
600797;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
604271;Persona_Natural;Secuencial;000000000000;LA-NACION;
597927;Persona_Natural;Secuencial;000000000000;INDERENA-INSTITUTO-DE-DESARROLLO-;
604174;Persona_Natural;Secuencial;000000000000;INRAVISION-INTITUTO-NACIONAL-DE-R;
602928;Persona_Natural;Secuencial;000000000000;FUNDACION-SERVICIO-JUVENIL-BOSCON;
597584;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-TAGANG;
602735;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-ELENA;
609398;Persona_Natural;Cedula_Ciudadania;1083046220;DIEGO ANTONIO MARCUCCI CAMPO;
596156;Persona_Natural;Secuencial;000000000000;ALBERYOL-INC;
599485;Persona_Natural;Secuencial;000000000000;PAEZ-CORREA-JOSE-JOAQUIN;
603914;Persona_Natural;Secuencial;000000000000;RODRIGUEZ-GALLEGO-COMPANIA-SOCIED;
600824;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
597701;Persona_Natural;Secuencial;000000000000;JUNTA-ACCION-COMUNAL-CORREGIMIENT;
601504;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
595424;Persona_Natural;Secuencial;000000000000;BANCO-COMERCIAL-DE-BARRANQUIILA-E;
595563;Persona_Natural;Secuencial;000000000000;INTERASEO-SANTA-MARTA-S-DE-H;
600817;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
594627;Persona_Natural;Secuencial;000000000000;GRANADOS-LUNA-HERMANOS;
600639;Persona_Natural;Secuencial;000000000000;ICETEX-INSTITUTO-COLOMBIANO-DE-CR;
600789;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
602805;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-DE-BONDA;
609402;Persona_Natural;Cedula_Ciudadania;19266381;TEOBALDO DANIEL MOZO TORRES;
602094;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DEL-BARRI;
595126;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
600842;Persona_Natural;Secuencial;000000000000;CENTRO-MEDICO-Y-COMERCIAL-LOS-ALC;
604017;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-MANANTIAL-DE-V;
552228;Persona_Natural;Secuencial;000000000000;COLMENA;
600788;Persona_Natural;Secuencial;000000000000;COMPANIA-AGRICOLA-EL-RECREO-SOCIE;
604175;Persona_Natural;Secuencial;000000000000;TELECOM-EMPRESA-NACIONAL-DE-TELEC;
602212;Persona_Natural;Secuencial;000000000000;PUESTO-DE-SALUD-DE-LA-TAGUA;
597666;Persona_Natural;Secuencial;000000000000;ECOVIP-CORPORACION-ECOLOGICA-DE-V;
600890;Persona_Natural;Secuencial;000000000000;INSTITUCION-EDUCATIVA-DISTRITAL-D;
601578;Persona_Natural;Secuencial;000000000000;CONJUNTO-RESIDENCIAL-VILLA-DANY;
599562;Persona_Natural;Secuencial;000000000000;AIREDALE-BUSINESS-INC;
597638;Persona_Natural;Secuencial;000000000000;COLEGIO-JUNTA-COMUNAL-BARRIO-LA-Q;
595777;Persona_Natural;Secuencial;000000000000;GRANMARSA-EMPRESA-UNIPERSONAL;
593486;Persona_Natural;Secuencial;000000000000;ASOCIACION-DE-LANCHEROS-Y-TRANSPO;
596961;Persona_Natural;Secuencial;000000000000;TEMPLO-EVANGELICO;
604366;Persona_Natural;Secuencial;000000000000;IGLESIA-EVANGELICA-MANANTIAL-DE-V;
600821;Persona_Natural;Secuencial;000000000000;HERNANDEZ-SANCHEZ-HERMANOS-Y-COMP;
601716;Persona_Natural;Secuencial;000000000000;FUNDACION-EDUCATIVA-SANTA-FE;
594452;Persona_Natural;Secuencial;000000000000;COMUNIDAD-CERRO-TRES-CRUCES;
602929;Persona_Natural;Secuencial;000000000000;CURIA-DIOCESANA;
602256;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-LUIS-CARL;
597118;Persona_Natural;Secuencial;000000000000;COMPANIA-AGRICOLA-EL-RECREO-SOCIE;
597121;Persona_Natural;Secuencial;000000000000;MINISTERIO-DE-OBRAS-PUBLICAS-CASI;
595214;Persona_Natural;Secuencial;000000000000;FONDO-DE-AHORRO-PARA-VIVIENDA-INS;
603372;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-CABANA;
559665;Persona_Natural;Secuencial;000000000000;GOBIERNO-NACIONAL;
602087;Persona_Natural;Secuencial;000000000000;LA-NACION-INDERENA;
597215;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL-DE-GUACHA;
597798;Persona_Natural;Secuencial;000000000000;JUNTA-DE-ACCION-COMUNAL;
637308;Persona_Natural;Cedula_Ciudadania;36543583;PALACIO-ORTIZ-GLORIA-AMPARO;
597919;Persona_Natural;Secuencial;000000000000;SUBESTACION-TELECOM;
596459;Persona_Natural;Secuencial;000000000000;FONDO-DE-EMPLEADOS-DEL-INSTITUTO-;
